F;food;Mom's Cake;20;0;86;89 // start game food
F;food;Meadow Munchies;20;11;75;70
F;food;Field Carrot;22;13;75;78
F;food;Forrest Mushroom;26;8;75;97
F;food;Meadow Munchies;19;10;76;19
F;food;Meadow Munchies;20;12;76;40
F;food;Forrest Mushroom;24;12;76;41
F;food;Forrest Mushroom;22;12;76;42
F;food;Meadow Munchies;22;12;76;63
F;food;Field Carrot;22;10;76;83
F;food;Field Carrot;20;11;76;97
F;food;Forrest Mushroom;29;12;77;17
F;food;Field Carrot;22;11;77;19
F;food;Field Carrot;26;11;77;66
F;food;Meadow Munchies;21;7;77;78
F;food;Meadow Munchies;25;9;77;99
F;food;Forrest Mushroom;23;10;78;5
F;food;Field Carrot;22;8;78;28
F;food;Meadow Munchies;24;9;78;34
F;food;Field Carrot;26;8;78;42
F;food;Field Carrot;28;11;78;47
F;food;Field Carrot;21;9;78;61
F;food;Forrest Mushroom;26;12;78;74
F;food;Field Carrot;28;11;78;79
F;food;Meadow Munchies;27;12;78;100
F;food;Field Carrot;24;9;79;6
F;food;Forrest Mushroom;22;10;79;16
F;food;Field Carrot;26;9;79;56
F;food;Meadow Munchies;25;12;79;74
F;food;Forrest Mushroom;22;10;79;78
F;food;Field Carrot;22;9;79;83
F;food;Meadow Munchies;20;7;79;95
F;food;Meadow Munchies;25;9;79;104
F;food;Forrest Mushroom;27;13;80;8
F;food;Forrest Mushroom;29;9;80;18
F;food;Forrest Mushroom;23;9;80;25
F;food;Field Carrot;21;8;80;42
F;food;Forrest Mushroom;19;9;80;58
F;food;Forrest Mushroom;29;9;80;80
F;food;Meadow Munchies;29;10;80;89
F;food;Field Carrot;23;12;80;109 // YYY end of greater field
F;food;Southern Blue Carrot;7;3;81;30 // DDD start of souther to death
F;food;Grassland Gravy;10;4;81;45
F;food;Southern Blue Carrot;11;5;81;56
F;food;Southern Silver Mushroom;8;7;81;75
F;food;Southern Silver Mushroom;8;4;81;107
F;food;Southern Silver Mushroom;9;7;81;111
F;food;Southern Silver Mushroom;11;3;82;10
F;food;Southern Silver Mushroom;8;7;82;20
F;food;Southern Silver Mushroom;11;6;82;45
F;food;Grassland Gravy;9;3;82;63
F;food;Southern Silver Mushroom;7;3;82;88
F;food;Southern Blue Carrot;7;4;82;123
F;food;Grassland Gravy;11;7;83;15
F;food;Southern Silver Mushroom;10;6;83;28
F;food;Grassland Gravy;11;3;83;37
F;food;Southern Blue Carrot;10;7;83;45
F;food;Grassland Gravy;10;3;83;72
F;food;Southern Silver Mushroom;11;6;83;89
F;food;Southern Blue Carrot;7;5;83;94
F;food;Southern Silver Mushroom;7;5;83;122
F;food;Southern Silver Mushroom;8;6;84;9
F;food;Southern Silver Mushroom;8;7;84;46
F;food;Southern Blue Carrot;7;7;84;81
F;food;Grassland Gravy;8;7;84;111
F;food;Grassland Gravy;9;5;85;3
F;food;Grassland Gravy;10;5;85;39
F;food;Southern Silver Mushroom;10;3;85;49
F;food;Southern Blue Carrot;10;7;85;57
F;food;Southern Blue Carrot;9;7;85;115
F;food;Southern Silver Mushroom;9;4;86;20
F;food;Southern Blue Carrot;7;7;86;22
F;food;Southern Blue Carrot;10;3;86;51
F;food;Southern Silver Mushroom;7;4;86;79
F;food;Grassland Gravy;8;6;86;82
F;food;Grassland Gravy;11;7;86;106
F;food;Grassland Gravy;10;7;87;7
F;food;Southern Silver Mushroom;10;5;87;20
F;food;Southern Silver Mushroom;11;3;87;33
F;food;Southern Silver Mushroom;10;5;87;49
F;food;Southern Silver Mushroom;7;7;87;80
F;food;Southern Blue Carrot;7;4;87;97
F;food;Grassland Gravy;10;3;88;7
F;food;Southern Silver Mushroom;8;3;88;41
F;food;Grassland Gravy;11;4;88;68
F;food;Grassland Gravy;7;4;88;98
F;food;Southern Blue Carrot;7;4;88;100
F;food;Southern Blue Carrot;7;7;88;114
F;food;Grassland Gravy;8;3;89;15
F;food;Southern Blue Carrot;7;4;89;44
F;food;Southern Silver Mushroom;7;4;89;48
F;food;Southern Blue Carrot;8;5;89;71
F;food;Southern Blue Carrot;8;5;89;97
F;food;Southern Blue Carrot;9;3;89;123
F;food;Grassland Gravy;7;3;90;27
F;food;Southern Silver Mushroom;11;3;90;61
F;food;Southern Blue Carrot;11;5;90;96
F;food;Grassland Gravy;9;7;90;102
F;food;Grassland Gravy;8;3;90;108
F;food;Grassland Gravy;10;5;90;120
F;food;Southern Blue Carrot;11;5;91;2
F;food;Southern Blue Carrot;8;6;91;4
F;food;Southern Blue Carrot;8;5;91;15
F;food;Southern Blue Carrot;7;4;91;41
F;food;Southern Blue Carrot;7;4;91;55
F;food;Southern Silver Mushroom;9;6;91;86
F;food;Southern Blue Carrot;9;5;91;97
F;food;Southern Blue Carrot;10;4;92;3
F;food;Southern Silver Mushroom;8;5;92;13
F;food;Southern Silver Mushroom;8;5;92;23
F;food;Grassland Gravy;9;6;92;32
F;food;Southern Blue Carrot;8;4;92;34
F;food;Grassland Gravy;10;6;92;52
F;food;Southern Blue Carrot;9;6;92;72
F;food;Southern Silver Mushroom;10;3;92;91
F;food;Southern Blue Carrot;9;6;92;96
F;food;Grassland Gravy;7;5;92;117
F;food;Southern Silver Mushroom;8;4;93;22
F;food;Southern Silver Mushroom;9;7;93;35
F;food;Grassland Gravy;8;5;93;56
F;food;Southern Blue Carrot;7;4;93;67
F;food;Grassland Gravy;10;5;93;73
F;food;Southern Blue Carrot;8;3;93;96
F;food;Southern Silver Mushroom;7;7;93;115
F;food;Southern Silver Mushroom;8;3;94;2
F;food;Southern Silver Mushroom;8;5;94;36
F;food;Southern Blue Carrot;11;7;94;56
F;food;Grassland Gravy;9;3;94;83
F;food;Southern Silver Mushroom;10;3;94;120
F;food;Southern Silver Mushroom;10;6;94;124
F;food;Grassland Gravy;8;3;95;4
F;food;Southern Blue Carrot;7;6;95;39
F;food;Grassland Gravy;7;3;95;42
F;food;Southern Blue Carrot;10;5;95;68
F;food;Southern Silver Mushroom;10;3;95;84
F;food;Grassland Gravy;8;7;95;87
F;food;Southern Blue Carrot;9;6;95;104
F;food;Southern Blue Carrot;10;5;96;10
F;food;Southern Silver Mushroom;9;5;96;29
F;food;Southern Blue Carrot;9;4;96;55
F;food;Grassland Gravy;11;7;96;88
F;food;Southern Blue Carrot;11;7;96;120
F;food;Southern Silver Mushroom;10;4;97;13
F;food;Southern Silver Mushroom;7;4;97;23
F;food;Southern Silver Mushroom;11;7;97;48
F;food;Southern Silver Mushroom;9;6;97;64
F;food;Southern Silver Mushroom;7;3;97;74
F;food;Southern Blue Carrot;9;6;97;79
F;food;Grassland Gravy;10;5;97;109
F;food;Southern Silver Mushroom;7;7;98;8
F;food;Southern Blue Carrot;7;3;98;10
F;food;Southern Blue Carrot;9;4;98;18
F;food;Southern Blue Carrot;10;4;98;53
F;food;Southern Silver Mushroom;8;5;98;90
F;food;Southern Silver Mushroom;10;6;98;94
F;food;Southern Silver Mushroom;8;3;98;107
F;food;Southern Silver Mushroom;11;5;98;117
F;food;Southern Silver Mushroom;8;4;98;124
F;food;Grassland Gravy;10;3;99;13
F;food;Grassland Gravy;11;3;99;46
F;food;Southern Blue Carrot;10;5;99;66
F;food;Grassland Gravy;8;7;99;84
F;food;Grassland Gravy;8;3;99;108
F;food;Southern Silver Mushroom;10;6;99;112
F;food;Grassland Gravy;10;5;99;124
F;food;Grassland Gravy;9;3;100;25
F;food;Southern Blue Carrot;7;7;100;54
F;food;Grassland Gravy;8;6;100;75
F;food;Southern Silver Mushroom;8;6;100;85
F;food;Southern Silver Mushroom;9;5;100;116
F;food;Southern Blue Carrot;9;5;101;10
F;food;Southern Blue Carrot;8;6;101;12
F;food;Grassland Gravy;11;5;101;36
F;food;Southern Blue Carrot;7;3;101;50
F;food;Southern Blue Carrot;7;6;101;61
F;food;Southern Silver Mushroom;10;5;101;71
F;food;Southern Silver Mushroom;8;7;101;105
F;food;Southern Silver Mushroom;11;4;101;109
F;food;Southern Silver Mushroom;9;5;102;17
F;food;Grassland Gravy;10;4;102;38
F;food;Southern Silver Mushroom;10;6;102;42
F;food;Grassland Gravy;8;3;102;78
F;food;Southern Blue Carrot;11;4;102;113
F;food;Southern Blue Carrot;11;6;103;1
F;food;Grassland Gravy;10;6;103;25
F;food;Southern Silver Mushroom;7;4;103;56
F;food;Southern Blue Carrot;7;5;103;67
F;food;Grassland Gravy;11;5;103;91
F;food;Southern Silver Mushroom;10;4;103;95
F;food;Southern Blue Carrot;7;7;103;97
F;food;Southern Blue Carrot;8;7;103;126
F;food;Southern Blue Carrot;11;6;104;30
F;food;Grassland Gravy;9;5;104;66
F;food;Grassland Gravy;10;7;104;102
F;food;Southern Blue Carrot;7;7;105;8
F;food;Southern Silver Mushroom;10;4;105;21
F;food;Southern Blue Carrot;10;4;105;56
F;food;Southern Silver Mushroom;9;3;105;57
F;food;Southern Silver Mushroom;7;6;105;76
F;food;Southern Silver Mushroom;9;6;105;101
F;food;Southern Blue Carrot;10;7;105;106
F;food;Southern Blue Carrot;10;3;105;123
F;food;Grassland Gravy;9;6;106;21
F;food;Grassland Gravy;7;4;106;48
F;food;Grassland Gravy;9;6;106;51
F;food;Southern Blue Carrot;8;4;106;80
F;food;Southern Blue Carrot;9;4;106;106
F;food;Southern Silver Mushroom;7;4;106;110
F;food;Southern Blue Carrot;7;4;106;115
F;food;Southern Silver Mushroom;8;3;107;5
F;food;Southern Silver Mushroom;8;7;107;27
F;food;Southern Blue Carrot;7;5;107;29
F;food;Grassland Gravy;11;4;107;59
F;food;Southern Silver Mushroom;7;6;107;87
F;food;Southern Silver Mushroom;10;4;107;112
F;food;Southern Blue Carrot;11;5;108;15
F;food;Southern Silver Mushroom;9;4;108;28
F;food;Southern Silver Mushroom;11;5;108;50
F;food;Southern Blue Carrot;8;7;108;79
F;food;Grassland Gravy;8;6;108;109
F;food;Grassland Gravy;11;7;108;121
F;food;Southern Blue Carrot;9;4;109;12
F;food;Grassland Gravy;7;3;109;42
F;food;Southern Silver Mushroom;10;5;109;76
F;food;Southern Silver Mushroom;9;3;109;83
F;food;Southern Silver Mushroom;8;5;109;99
F;food;Grassland Gravy;9;7;109;114
F;food;Southern Silver Mushroom;9;3;109;115
F;food;Grassland Gravy;11;4;110;1
F;food;Southern Blue Carrot;10;3;110;30
F;food;Southern Silver Mushroom;9;7;110;46
F;food;Grassland Gravy;9;4;110;76
F;food;Southern Silver Mushroom;11;6;110;89
F;food;Southern Silver Mushroom;11;4;110;114
F;food;Grassland Gravy;8;6;111;6
F;food;Southern Blue Carrot;8;3;111;17
F;food;Grassland Gravy;7;7;111;26
F;food;Southern Silver Mushroom;10;6;111;63
F;food;Southern Blue Carrot;9;6;111;89
F;food;Southern Blue Carrot;10;6;111;97
F;food;Southern Silver Mushroom;9;3;111;119
F;food;Grassland Gravy;9;5;112;23
F;food;Southern Blue Carrot;10;6;112;55
F;food;Grassland Gravy;8;5;112;70
F;food;Southern Blue Carrot;11;4;112;81
F;food;Southern Blue Carrot;9;5;112;83
F;food;Grassland Gravy;9;6;112;98
F;food;Southern Silver Mushroom;10;6;112;123
F;food;Southern Blue Carrot;7;5;113;8
F;food;Southern Silver Mushroom;11;4;113;30
F;food;Southern Blue Carrot;9;3;113;44
F;food;Southern Silver Mushroom;9;6;113;57
F;food;Southern Blue Carrot;11;6;113;77
F;food;Southern Blue Carrot;11;5;113;112
F;food;Grassland Gravy;7;4;114;10
F;food;Grassland Gravy;9;6;114;34
F;food;Southern Silver Mushroom;8;3;114;62
F;food;Grassland Gravy;9;6;114;74
F;food;Southern Blue Carrot;10;4;114;103
F;food;Southern Silver Mushroom;9;3;115;8
F;food;Southern Silver Mushroom;11;5;115;33
F;food;Southern Blue Carrot;10;5;115;59
F;food;Grassland Gravy;8;4;115;77
F;food;Southern Blue Carrot;11;3;115;112
F;food;Grassland Gravy;9;3;115;118
F;food;Southern Silver Mushroom;11;3;116;29
F;food;Grassland Gravy;10;6;116;56
F;food;Grassland Gravy;9;5;116;77
F;food;Grassland Gravy;11;3;116;104
F;food;Southern Blue Carrot;7;7;117;10
F;food;Southern Silver Mushroom;10;3;117;32
F;food;Grassland Gravy;10;3;117;35
F;food;Southern Blue Carrot;8;4;117;55
F;food;Southern Blue Carrot;11;5;117;63
F;food;Grassland Gravy;7;3;117;81
F;food;Southern Blue Carrot;8;7;117;83
F;food;Southern Silver Mushroom;10;5;117;117
F;food;Southern Blue Carrot;8;4;117;119
F;food;Grassland Gravy;7;5;118;29
F;food;Southern Blue Carrot;7;5;118;40
F;food;Grassland Gravy;9;3;118;49
F;food;Southern Silver Mushroom;9;6;118;68
F;food;Grassland Gravy;10;4;118;101
F;food;Southern Silver Mushroom;10;4;118;117
F;food;Southern Silver Mushroom;7;6;119;10
F;food;Grassland Gravy;9;4;119;37
F;food;Southern Blue Carrot;11;4;119;57
F;food;Southern Silver Mushroom;7;3;119;67
F;food;Southern Blue Carrot;7;3;119;75
F;food;Southern Blue Carrot;9;6;119;95
F;food;Southern Blue Carrot;9;3;119;97
F;food;Southern Blue Carrot;7;7;120;3
F;food;Southern Silver Mushroom;10;6;120;10
F;food;Southern Silver Mushroom;11;4;120;38
F;food;Grassland Gravy;10;6;120;62
F;food;Grassland Gravy;11;4;120;86
F;food;Southern Silver Mushroom;11;3;120;120
F;food;Southern Blue Carrot;7;5;121;17
F;food;Southern Silver Mushroom;9;5;121;42
F;food;Southern Silver Mushroom;11;5;121;49
F;food;Southern Silver Mushroom;8;7;121;65
F;food;Grassland Gravy;10;4;121;101
F;food;Southern Silver Mushroom;7;4;122;6
F;food;Southern Silver Mushroom;11;6;122;43
F;food;Grassland Gravy;8;6;122;67
F;food;Southern Silver Mushroom;8;6;122;77
F;food;Southern Silver Mushroom;7;7;122;102
F;food;Southern Silver Mushroom;10;3;122;115
F;food;Southern Blue Carrot;10;7;123;3
F;food;Southern Blue Carrot;7;7;123;20
F;food;Southern Silver Mushroom;8;5;123;54
F;food;Southern Blue Carrot;11;5;123;68
F;food;Southern Blue Carrot;8;7;123;94
F;food;Grassland Gravy;11;4;123;109
F;food;Southern Silver Mushroom;11;5;123;119
F;food;Southern Blue Carrot;7;4;124;22
F;food;Grassland Gravy;11;6;124;25
F;food;Southern Silver Mushroom;11;6;124;35
F;food;Southern Blue Carrot;10;4;124;49
F;food;Southern Silver Mushroom;11;4;124;71
F;food;Southern Blue Carrot;7;7;124;103
F;food;Southern Blue Carrot;7;6;124;126 // WWW end of southern
